FileName,MapType,DominantLargeStart,RegionIndex,Start,EndExclusive,Length,Label,Confidence,AnchorTokens,TopTokens,DimensionPairs
war_chapter6.s2m,warcampaign,17796,12,5226496,5529600,303104,binary-opaque,35,,,
war_chapter6.s2m,warcampaign,17796,13,5529600,5791744,262144,entities-and-systems,77,,Cq8CD|D4CsD|DMLDD|DRNiD|DW2dD|DangerLayer|DesirabilityLayer|Dk4eD2,
war_chapter6.s2m,warcampaign,17796,14,5791744,6078464,286720,mixed-unknown,47,,ELxGE|DMLDD|EMpoE|EQNgE|Cq8CD|D4CsD|Dk4eD|ERzhE,
war_chapter6.s2m,warcampaign,17796,15,6078464,6340608,262144,mixed-unknown,47,,EXKyE|DW2dD|EDt8E|EXKyEXKyE|EsnVD|jNEACJE|DFZbD|DRNiD,
war_chapter6.s2m,warcampaign,17796,16,6340608,6733824,393216,mixed-unknown,47,,D4JZD|EyVnE|B0V7C|DYnMD|EcBVE|Edt5E|B9Er|BjDI,
war_chapter6.s2m,warcampaign,17796,17,6733824,7032832,299008,mixed-unknown,47,,DhZxD|D72uD|DaMuD|PUEKfVE|PUEw|BitjB|CRa8D|CmK_D,
war_chapter6.s2m,warcampaign,17796,18,7032832,7708672,675840,binary-opaque,35,,,
war_chapter6.s2m,warcampaign,17796,19,7708672,8757248,1048576,mixed-unknown,40,,QEDkTE|RE6cRE|CErdDE|IUEGNUE|IUEGNUEDkTEG|LE6cREW|PEDkTEG|PUEGNUE,
war_chapter6.s2m,warcampaign,17796,20,8757248,9134080,376832,mixed-unknown,40,,QEDkTE|RE6cRE|CErdDE|IUEGNUE|IUEGNUEDkTEG|LE6cREW|PEDkTEG|PUEGNUE,
war_chapter6.s2m,warcampaign,17796,21,9134080,9396224,262144,grid-or-terrain,77,,LinkageLayer|LogicLayer,256x256:2870|32x32:2771|128x128:2642|512x512:334|544x544:80|32x544:56
war_chapter6.s2m,warcampaign,17796,22,9396224,9920512,524288,entities-and-systems,65,,ProximityLayer,
war_chapter6.s2m,warcampaign,17796,23,9920512,10079618,159106,entities-and-systems,80,,Action|ActorAssetsp|BuildingAssetso|CZHc|Clusterz|DhH3s|DyrH2|EE3AH,120x121:66|124x123:6|118x117:5
war_chapter8.s2m,warcampaign,17963,0,0,266240,266240,mixed-unknown,47,S2Game|Simulation|Floaters|Landscape,DgDiD|jDu7|D7qjD|DQNdDQNdD|DUoMD|DfIpD|EF8eDF8eDc|OEEF,
war_chapter8.s2m,warcampaign,17963,1,266240,786432,520192,binary-opaque,35,,,
war_chapter8.s2m,warcampaign,17963,2,786432,1347584,561152,binary-opaque,37,,,513x257:4|256x257:3
war_chapter8.s2m,warcampaign,17963,3,1347584,1675264,327680,binary-opaque,35,,,
war_chapter8.s2m,warcampaign,17963,4,1675264,1937408,262144,grid-or-terrain,71,,,255x255:63546
war_chapter8.s2m,warcampaign,17963,5,1937408,2100832,163424,grid-or-terrain,79,,ActorHandler|Campaign|EnvironmentalSound|FlyHandler|S2ActorHandler|S2FlyHandler|WorldMgr,255x255:537|256x256:212|1024x768:67|1024x1024:66|512x512:61|768x256:61
war_chapter8.s2m,warcampaign,17963,6,2100832,2547712,446880,environment-fx,83,FX_ENVIRONMENT_,FX_ENVIRONMENT_OCEAN|FX_ENVIRONMENT_BROOK|FX_ENVIRONMENT_BEACH|FX_ENVIRONMENT_BIRDSPARSE|FX_ENVIRONMENT_RIVER|FX_ENVIRONMENT_WINDLIGHT|ActorMgr|BuildingHandler,257x257:5
war_chapter8.s2m,warcampaign,17963,7,2547712,2871296,323584,binary-opaque,35,,,
war_chapter8.s2m,warcampaign,17963,8,2871296,3682304,811008,mixed-unknown,36,,aoEvluE|EVmhE|fEvluEVmhE,
war_chapter8.s2m,warcampaign,17963,9,3682304,4136960,454656,binary-opaque,35,,,
war_chapter8.s2m,warcampaign,17963,10,4136960,4399104,262144,grid-or-terrain,83,,Cfff|C33s|B33s|Bfff|GhO6|H8EGD|HtvLE|Afff,255x255:9
war_chapter8.s2m,warcampaign,17963,11,4399104,4755456,356352,entities-and-systems,83,,Actor|ActorGroup|Animal|Archer|Ballista|C33s|Crossbowman|EKKG,768x1024:80|137x256:72|41x42:43|49x42:11|59x51:11|40x40:10
war_chapter8.s2m,warcampaign,17963,12,4755456,5025792,270336,grid-or-terrain,88,,Apothecary|AppleFarm|AppleTree|ArmourerWorkshop|Armoury|AutoPlacement|BDmwADf|Bakery,256x256:39|65x42:30|512x512:23|140x42:11|71x512:11|72x512:11
war_chapter8.s2m,warcampaign,17963,13,5025792,5484544,458752,mixed-unknown,47,,AAAA|ABBA|AAAAAA|ABCCBA|AAAAA|ABBBA|ABCBA|AAAAAAAA,
war_chapter8.s2m,warcampaign,17963,14,5484544,5902336,417792,entities-and-systems,66,,ConnectionLayer|ContextLayer,
war_chapter8.s2m,warcampaign,17963,15,5902336,6164480,262144,entities-and-systems,76,,Cwi4C|D2PID|DBsiD|DangerLayer|DesirabilityLayer|Dp1fD|Eg1hE|EmRQE,
war_chapter8.s2m,warcampaign,17963,16,6164480,6438912,274432,mixed-unknown,47,,DBsiD|DQNdDQNdD|TEc6|k6ERD|AEht|BENM6ER|BfIpDfIpDfIpD|BmEu,
war_chapter8.s2m,warcampaign,17963,17,6438912,6717440,278528,mixed-unknown,47,,EqGwE|Cwi4C|D2PID|Dp1fD|Ele3E|EygNE|DxzUD|E58hEL,
war_chapter8.s2m,warcampaign,17963,18,6717440,7000064,282624,mixed-unknown,47,,MVE3S|EvT6E|vhv6|EV00E|EvbDE|EzN3E|ReJC|T8U1,
war_chapter8.s2m,warcampaign,17963,19,7000064,7266304,266240,mixed-unknown,47,,DPNtD|EkCJE|MVE3S|k6ERD|D7qjD|DQNdD|DVOED|EVHnE,
war_chapter8.s2m,warcampaign,17963,20,7266304,7610368,344064,mixed-unknown,47,,E3PjE|E7g5E|E7lBE|EaJWE|nKM8|D0GOD|DHyQD|DgDiDgDiD,
war_chapter8.s2m,warcampaign,17963,21,7610368,8671232,1060864,mixed-unknown,36,,aoEvluE|aoEvluEvluEVmhEvluE|fEVmhE,
war_chapter8.s2m,warcampaign,17963,22,8671232,9506816,835584,binary-opaque,35,,,
war_chapter8.s2m,warcampaign,17963,23,9506816,9773056,266240,grid-or-terrain,77,,LinkageLayer|LogicLayer,2048x2048:21306|32x32:1266|1024x1024:804|128x128:63|64x64:48|288x288:36
war_chapter8.s2m,warcampaign,17963,24,9773056,10297344,524288,entities-and-systems,66,,ProximityLayer,2048x2048:281
war_chapter8.s2m,warcampaign,17963,25,10297344,10563584,266240,entities-and-systems,80,,EJuQF|ActorAssets|BuildingAssets|CGGg|DRFff|EHgjH|Emitter|F23rD,160x161:16|166x165:8|164x165:3
war_chapter8.s2m,warcampaign,17963,26,10563584,10623843,60259,mixed-unknown,43,,Action|Cluster|GateTeleport|LevelTeleport|ScriptAction|SmokeEmitter|SpiralStairTeleport|Teleport,168x169:62|170x170:17|171x172:6|172x172:3
war_chapter9.s2m,warcampaign,14725,0,0,266240,266240,mixed-unknown,47,S2Game|Simulation|Floaters|Landscape,aEHw|fgEtF|AME3|AwnZA|B239D|B2PyC|BAWvB|BEBV,
war_chapter9.s2m,warcampaign,14725,1,266240,786432,520192,binary-opaque,35,,,
war_chapter9.s2m,warcampaign,14725,2,786432,1048576,262144,binary-opaque,38,,,259x512:3|512x1024:3|513x769:3
war_chapter9.s2m,warcampaign,14725,3,1048576,1347584,299008,grid-or-terrain,75,,,1024x1024:4|1024x1028:4|768x768:4|771x1280:4|771x512:4
war_chapter9.s2m,warcampaign,14725,4,1347584,1675264,327680,binary-opaque,35,,,
war_chapter9.s2m,warcampaign,14725,5,1675264,1937408,262144,grid-or-terrain,71,,,255x255:64453
war_chapter9.s2m,warcampaign,14725,6,1937408,2100832,163424,grid-or-terrain,79,,ActorHandler|Campaign|EnvironmentalSound|FlyHandler|S2ActorHandler|S2FlyHandler|WorldMgr,255x255:537|256x256:94|1024x1024:23|512x256:20|512x512:19|768x256:13
war_chapter9.s2m,warcampaign,14725,7,2100832,2736128,635296,environment-fx,82,FX_ENVIRONMENT_,FX_ENVIRONMENT_OCEAN|FX_ENVIRONMENT_WINDHEAVY|FX_ENVIRONMENT_BEACH|FX_ENVIRONMENT_BIRDBUSY|FX_ENVIRONMENT_RIVER|FX_ENVIRONMENT_INSECTS|ActorMgr|BuildingHandler,257x257:4
war_chapter9.s2m,warcampaign,14725,8,2736128,3010560,274432,mixed-unknown,39,,PFrkRF|SFmySF|TF_tSFC|TFzmSF|hSFmySF|nKF3|tSFC|zmSF,
war_chapter9.s2m,warcampaign,14725,9,3010560,3272704,262144,mixed-unknown,41,,ylDFylDFylDFylDF|EF2SEF|VQFKZQF|FleGF|HFvhJF|MFvhJF|NFtLQF|SFtLQF,
war_chapter9.s2m,warcampaign,14725,10,3272704,4132864,860160,mixed-unknown,37,,QFktNF|GFKTFFr|HFktNFT|jtNFT,
war_chapter9.s2m,warcampaign,14725,11,4132864,4399104,266240,entities-and-systems,81,,C33s|B33s|Cfff|Bfff|A33s|Actor|ActorGroup|Archer,1000x512:20|768x1024:17|137x256:15|41x42:8
war_chapter9.s2m,warcampaign,14725,12,4399104,4661248,262144,entities-and-systems,81,,AppleTree|Building|Element|G9GcE|GUGZE|GateHouse|GbZ0B|IGJk,1000x512:82|768x1024:80|137x256:70|41x42:22|56x42:13|50x42:10
war_chapter9.s2m,warcampaign,14725,13,4661248,5296128,634880,grid-or-terrain,88,,AppleFarm|Armoury|AutoPlacementp|Barracks|Brazier|BuildingLayery|BurningLog|BurningLogTipper,63x256:12|71x512:10|256x256:9|71x256:9|113x42:8|512x512:6
war_chapter9.s2m,warcampaign,14725,14,5296128,5718016,421888,mixed-unknown,35,,ContextLayery,
war_chapter9.s2m,warcampaign,14725,15,5718016,5996544,278528,mixed-unknown,47,,AEGg8EX|Al4k|BN6y|CAWvBJ|CDlW|CE4vA6_|CEkB|CVDwD,
war_chapter9.s2m,warcampaign,14725,16,5996544,6844416,847872,mixed-unknown,47,,FVe1|tNR7|D7h2D|Dxz5D|E238E|E2hyE|E50zE|EDWzE,
war_chapter9.s2m,warcampaign,14725,17,6844416,7155712,311296,mixed-unknown,47,,EmWTE|UEIHUE|CtzhC|D239D|DTMTD|EB9vE|EGQoE|EN6uE,
war_chapter9.s2m,warcampaign,14725,18,7155712,7458816,303104,mixed-unknown,38,,SFmySF|JPF8|MQEm|PFrkRF0|TFrkRF|WEF8|qE5LjE,
war_chapter9.s2m,warcampaign,14725,19,7458816,7729152,270336,mixed-unknown,44,,EF2SEF|VQFKZQF|CBFX|DHF2SEF|FFylDFylDF|FleGF|HFvhJF|LFvhJF,
war_chapter9.s2m,warcampaign,14725,20,7729152,8507392,778240,mixed-unknown,37,,QFktNF|GFKTFF8|IFKTFF|KFktNFT|OFjtNFT,
war_chapter9.s2m,warcampaign,14725,21,8507392,8790016,282624,binary-opaque,35,,,
war_chapter9.s2m,warcampaign,14725,22,8790016,9256960,466944,binary-opaque,35,,,
war_chapter9.s2m,warcampaign,14725,23,9256960,9519104,262144,mixed-unknown,35,,LogicLayery,
war_chapter9.s2m,warcampaign,14725,24,9519104,10043392,524288,mixed-unknown,35,,ProximityLayery,
war_chapter9.s2m,warcampaign,14725,25,10043392,10305536,262144,entities-and-systems,79,,AH8S|AHofa|GHXud|OH3C|PH2C|A1Hf|AH4SL|AH4sM,138x139:7|144x145:5
war_chapter9.s2m,warcampaign,14725,26,10305536,10567680,262144,mixed-unknown,47,,E3MGH|AG3c|AG3sO|AGfFU|AHGfv|BG3sT|BGfFZ|BGiFt,144x145:7
war_chapter9.s2m,warcampaign,14725,27,10567680,10608440,40760,mixed-unknown,40,,Action|Cluster|GateTeleport|LevelTeleport|ScriptAction|SpiralStairTeleport|Teleport,146x147:91|148x148:7
Whitebear.s2m,kingmaker,12795,0,0,266240,266240,mixed-unknown,47,S2Game|Simulation|Floaters|Landscape,Cr5oC|AEEWo|AEzXA|AUEkMUE|AWEi7WE|AvCy|B9BQC|B9cQC,
Whitebear.s2m,kingmaker,12795,1,266240,786432,520192,binary-opaque,35,,,
Whitebear.s2m,kingmaker,12795,2,786432,1187840,401408,grid-or-terrain,76,,,513x257:6|514x515:5|256x257:4|512x512:4|769x259:4|771x770:4
Whitebear.s2m,kingmaker,12795,3,1187840,1454080,266240,binary-opaque,36,,,1024x512:4
Whitebear.s2m,kingmaker,12795,4,1454080,1843200,389120,binary-opaque,35,,,
Whitebear.s2m,kingmaker,12795,5,1843200,2105344,262144,binary-opaque,35,,,
Whitebear.s2m,kingmaker,12795,6,2105344,2268751,163407,entities-and-systems,68,,ActorHandler|Campaign|EnvironmentalSound|FlyHandler|S2ActorHandler|S2FlyHandler|WorldMgr,
Whitebear.s2m,kingmaker,12795,7,2268751,4300800,2032049,environment-fx,81,FX_ENVIRONMENT_,FX_ENVIRONMENT_INSECTS|FX_ENVIRONMENT_WINDLIGHT|FX_ENVIRONMENT_BROOK|FX_ENVIRONMENT_BIRDBUSY|FX_ENVIRONMENT_VILLAGELIFE|ActorMgr|BuildingHandler|BuildingMgr,
Whitebear.s2m,kingmaker,12795,8,4300800,4562944,262144,entities-and-systems,77,,BiDiPathfinder|CGfWMB|Camera|ClanMgr|EmitterMgr|Estate|F5H5rZE|FHSd,
Whitebear.s2m,kingmaker,12795,9,4562944,4911104,348160,entities-and-systems,77,,C33s|Cfff|Bfff|B33s|Afff|A33s|BCfff|FvrNE,41x41:10
Whitebear.s2m,kingmaker,12795,10,4911104,5427200,516096,entities-and-systems,68,,ChannelLayer|ClaimLayer|ConnectionLayer|ContextLayer,128x257:4
Whitebear.s2m,kingmaker,12795,11,5427200,5713920,286720,entities-and-systems,77,,AEfa|BEbDME|CEr3|D5mwC|DangerLayer|DesirabilityLayer|E8GbEA|EDZCE,
Whitebear.s2m,kingmaker,12795,12,5713920,6090752,376832,mixed-unknown,47,,CeKAC|EEphqE|EphqE|GEsxbE|PUEg|PUEmN|REWYRE|YUET,
Whitebear.s2m,kingmaker,12795,13,6090752,6352896,262144,mixed-unknown,47,,Cr5oC|CTPQC|CeKAC|DQh5D|DRaLD|ESlRE|BeKAC|BvJNC,
Whitebear.s2m,kingmaker,12795,14,6352896,6647808,294912,mixed-unknown,47,,CCmtC|CN4FC|Cu0hC|Dv1CD|E1A6E|EKuTE|EQZ6E|BOjEB,
Whitebear.s2m,kingmaker,12795,15,6647808,6934528,286720,mixed-unknown,47,,DaDID|EecQE|YUET|E7a0E|EUyfE|UEgPWE|BEd4SE|C562C,
Whitebear.s2m,kingmaker,12795,16,6934528,9035776,2101248,binary-opaque,35,,,
Whitebear.s2m,kingmaker,12795,17,9035776,9302016,266240,grid-or-terrain,77,,LinkageLayer|LogicLayer,128x128:3630|256x256:3479|512x512:2330|128x512:104|512x128:94|320x256:48
Whitebear.s2m,kingmaker,12795,18,9302016,9826304,524288,grid-or-terrain,72,,ProximityLayer,128x128:32|512x512:8
Whitebear.s2m,kingmaker,12795,19,9826304,9860198,33894,entities-and-systems,70,,u52R8|ActorAssets|BuildingAssets|Emitter|RippleEmitter|SearchLayer|SpreadLayer|TempLayer,61x62:4
World_Europe.s2m,kingmaker,16245,0,0,266240,266240,mixed-unknown,47,S2Game|Simulation|Floaters|Landscape,EMglE|XHDSIhD|AkHFBkq|B5MuD|BusHC|C5crD|CAO1D|CD41cD,
World_Europe.s2m,kingmaker,16245,1,266240,786432,520192,binary-opaque,35,,,
World_Europe.s2m,kingmaker,16245,2,786432,1187840,401408,grid-or-terrain,76,,,513x257:6|512x256:4|512x257:4|256x256:3|256x257:3|256x513:3
World_Europe.s2m,kingmaker,16245,3,1187840,1515520,327680,grid-or-terrain,72,,,1024x1024:4|771x512:4
World_Europe.s2m,kingmaker,16245,4,1515520,1843200,327680,binary-opaque,35,,,
World_Europe.s2m,kingmaker,16245,5,1843200,2105344,262144,binary-opaque,35,,,
World_Europe.s2m,kingmaker,16245,6,2105344,4300800,2195456,entities-and-systems,72,,ActorHandler|ActorMgr|BuildingHandler|BuildingMgr|Campaign|ElementMgr|EnvironmentalSound|FlyHandler,
World_Europe.s2m,kingmaker,16245,7,4300800,4567040,266240,grid-or-terrain,84,,G5crD|H7bzE|HwBaE|Hz8SE|BiDiPathfinder|Camera|ClanMgr|EmitterMgr,255x255:17|66x255:3
World_Europe.s2m,kingmaker,16245,8,4567040,4849664,282624,mixed-unknown,47,,AAAA|ABBA|ABCCBA|AAAAA|AABA|AABBA|AAAAAA|ABBBA,
World_Europe.s2m,kingmaker,16245,9,4849664,5185536,335872,binary-opaque,35,,,
World_Europe.s2m,kingmaker,16245,10,5185536,5447680,262144,mixed-unknown,47,,ADLA1D|CAO1D|CIzLD|CKIGD|CUCp|CUcKC|ChZ4D4okD|CusHC,
World_Europe.s2m,kingmaker,16245,11,5447680,5722112,274432,mixed-unknown,47,,CUcKC|CAO1D|CKIGD|CUCp|CusHC|DYnkD|EIl5E|ADLA1D,
World_Europe.s2m,kingmaker,16245,12,5722112,6258688,536576,mixed-unknown,47,,DSIhD|D7OvD|E581E|EyD6E|XHDSIhD|B1wFC|DMNBE|DUL3D,
World_Europe.s2m,kingmaker,16245,13,6258688,6688768,430080,mixed-unknown,47,,E96VE|EMglEMglE|D7bzE|EDQbE|CAgJC|DoiGE|E2HzE|ELZ5E,
World_Europe.s2m,kingmaker,16245,14,6688768,7217152,528384,binary-opaque,35,,,
World_Europe.s2m,kingmaker,16245,15,7217152,8265728,1048576,binary-opaque,35,,,
World_Europe.s2m,kingmaker,16245,16,8265728,8790016,524288,binary-opaque,35,,,
World_Europe.s2m,kingmaker,16245,17,8790016,9060352,270336,grid-or-terrain,77,,LinkageLayer0|LogicLayer0,128x128:2025|256x256:1132|32x32:62|64x64:46|512x512:42|320x320:18
World_Europe.s2m,kingmaker,16245,18,9060352,9584640,524288,mixed-unknown,35,,ProximityLayer0,
World_Europe.s2m,kingmaker,16245,19,9584640,9615854,31214,entities-and-systems,74,,Action|ActorAssets|BuildingAssets|ClaimLayer0|ClusterF|DeerClanB|S2Clan|ScriptActionE,408x100:30|468x113:30|63x63:30|64x64:30
World_Korea.s2m,kingmaker,12634,0,0,266240,266240,mixed-unknown,47,S2Game|Simulation|Floaters|Landscape,BLDEzCD|DVMBE|QDb04DU|AEBS|BE7tQEq|BEal8Ey|BoCO7|C9aCC9aC,
World_Korea.s2m,kingmaker,12634,1,266240,786432,520192,binary-opaque,35,,,
World_Korea.s2m,kingmaker,12634,2,786432,1187840,401408,binary-opaque,41,,,256x513:4|259x768:4|259x771:4|513x257:4|258x258:3|258x513:3
World_Korea.s2m,kingmaker,12634,3,1187840,1560576,372736,binary-opaque,35,,,
World_Korea.s2m,kingmaker,12634,4,1560576,1843200,282624,binary-opaque,35,,,
World_Korea.s2m,kingmaker,12634,5,1843200,2105344,262144,binary-opaque,35,,,
World_Korea.s2m,kingmaker,12634,6,2105344,2268569,163225,entities-and-systems,68,,ActorHandler|Campaign|EnvironmentalSound|FlyHandler|S2ActorHandler|S2FlyHandler|WorldMgr,
World_Korea.s2m,kingmaker,12634,7,2268569,4300800,2032231,environment-fx,82,FX_ENVIRONMENT_,FX_ENVIRONMENT_OCEAN|FX_ENVIRONMENT_BEACH|FX_ENVIRONMENT_BIRDSPARSE|FX_ENVIRONMENT_INSECTS|FX_ENVIRONMENT_VILLAGELIFE|FX_ENVIRONMENT_WINDLIGHT|ActorMgr|BuildingHandler,
World_Korea.s2m,kingmaker,12634,8,4300800,4669440,368640,grid-or-terrain,84,,Cfff|C33s|H4FkD|HB91E|Actor|ActorGroup|Animal|AutoPlacement1,50x42:57|255x255:3
World_Korea.s2m,kingmaker,12634,9,4669440,5177344,507904,mixed-unknown,36,,ChannelLayer7|ConnectionLayer7|ContextLayer7,
World_Korea.s2m,kingmaker,12634,10,5177344,5443584,266240,mixed-unknown,38,,DangerLayer7|DesirabilityLayer7|EstateLayer7|HeightLayer7|w3Cp|w3Cy,
World_Korea.s2m,kingmaker,12634,11,5443584,5963776,520192,mixed-unknown,47,,EBgME|tXEd|Db04D|w3Cp|w3Cy|A0Dj|A4E3k|BCXi,
World_Korea.s2m,kingmaker,12634,12,5963776,6238208,274432,mixed-unknown,47,,EmJfE|DDQ4D|E5M5E|E9YgE|ED1gE|ENKzE|EXFCE|EhIHE,
World_Korea.s2m,kingmaker,12634,13,6238208,6680576,442368,mixed-unknown,47,,BLDEzCD|Cb04D|DC15D|Dj3LD|DyI8D|E4j0E|EbPkE|EbwfE,
World_Korea.s2m,kingmaker,12634,14,6680576,7917568,1236992,mixed-unknown,35,,DUM8D,
World_Korea.s2m,kingmaker,12634,15,7917568,8781824,864256,binary-opaque,35,,,
World_Korea.s2m,kingmaker,12634,16,8781824,9043968,262144,grid-or-terrain,74,,LinkageLayer7|LogicLayer7,2048x2048:39657|1024x1024:86|32x32:36
World_Korea.s2m,kingmaker,12634,17,9043968,9568256,524288,mixed-unknown,36,,ProximityLayer7,2048x2048:152
World_Korea.s2m,kingmaker,12634,18,9568256,9614285,46029,entities-and-systems,77,,mmmmmmmm|Action|ActorAssetsG|BuildingAssetsF|ClaimLayer7|ClusterT|CrowClanI|DeerClanI,78x73:4
